Date,Close,GDP,Inflation,Interest Rate,VIX,Stock_Returns
2023-01-03,1200.449951171875,6.3,6.155075939,6.5,14.775,-0.006044337675947031
2023-01-04,1181.75,6.3,6.155075939,6.5,14.775,-0.01557745173267755
2023-01-05,1191.300048828125,6.3,6.155075939,6.5,14.775,0.008081276774381196
2023-01-06,1187.199951171875,6.3,6.155075939,6.5,14.775,-0.003441700233524969
2023-01-09,1182.099975585938,6.3,6.155075939,6.5,14.775,-0.004295801714701009
2023-01-10,1167.25,6.3,6.155075939,6.5,14.775,-0.012562368575109062
2023-01-11,1168.599975585938,6.3,6.155075939,6.5,14.775,0.0011565436589744404
2023-01-12,1189.599975585938,6.3,6.155075939,6.5,14.775,0.017970221152426857
2023-01-13,1177.800048828125,6.3,6.155075939,6.5,14.775,-0.009919239240065436
2023-01-16,1176.650024414062,6.3,6.155075939,6.5,14.775,-0.0009764173598117987
2023-01-17,1169.150024414062,6.3,6.155075939,6.5,14.775,-0.00637402782848262
2023-01-18,1184.599975585938,6.3,6.155075939,6.5,14.775,0.013214686609290371
2023-01-19,1178.099975585938,6.3,6.155075939,6.5,14.775,-0.005487084360933703
2023-01-20,1159.949951171875,6.3,6.155075939,6.5,14.775,-0.015406183507504001
2023-01-23,1196.699951171875,6.3,6.155075939,6.5,14.775,0.0316824014371242
2023-01-24,1199.75,6.3,6.155075939,6.5,14.775,0.0025487164306627896
2023-01-25,1199.0,6.3,6.155075939,6.5,14.775,-0.0006251302354657318
2023-01-27,1184.349975585938,6.3,6.155075939,6.5,14.775,-0.012218535791544638
2023-01-30,1204.5,6.3,6.155075939,6.5,14.775,0.017013572701847002
2023-01-31,1209.800048828125,6.3,6.155075939,6.5,14.775,0.004400206582088062
2023-02-01,1187.699951171875,6.5,6.16,6.5,15.1675,-0.018267562212166633
2023-02-02,1191.5,6.5,6.16,6.5,15.1675,0.0031995023864197503
2023-02-03,1174.75,6.5,6.16,6.5,15.1675,-0.01405791019723035
2023-02-06,1162.699951171875,6.5,6.16,6.5,15.1675,-0.01025754316077887
2023-02-07,1192.199951171875,6.5,6.16,6.5,15.1675,0.02537198007987107
2023-02-08,1220.199951171875,6.5,6.16,6.5,15.1675,0.023485993245073722
2023-02-09,1207.199951171875,6.5,6.16,6.5,15.1675,-0.010653991575327315
2023-02-10,1208.050048828125,6.5,6.16,6.5,15.1675,0.000704189604567862
2023-02-13,1235.300048828125,6.5,6.16,6.5,15.1675,0.02255701245692099
2023-02-14,1225.099975585938,6.5,6.16,6.5,15.1675,-0.008257162502230408
2023-02-15,1222.050048828125,6.5,6.16,6.5,15.1675,-0.002489532951263196
2023-02-16,1202.550048828125,6.5,6.16,6.5,15.1675,-0.015956793274301106
2023-02-17,1193.400024414062,6.5,6.16,6.5,15.1675,-0.007608851226591051
2023-02-20,1210.349975585938,6.5,6.16,6.5,15.1675,0.014203075938596488
2023-02-21,1219.650024414062,6.5,6.16,6.5,15.1675,0.007683768344459052
2023-02-22,1214.699951171875,6.5,6.16,6.5,15.1675,-0.0040586013553889355
2023-02-23,1170.699951171875,6.5,6.16,6.5,15.1675,-0.036222937160367286
