Date,Close,GDP,Inflation,Interest Rate,VIX,Stock_Returns
2023-01-03,187.5,6.3,6.155075939,6.5,14.775,0.006711409395973256
2023-01-04,182.6999969482422,6.3,6.155075939,6.5,14.775,-0.025600016276041693
2023-01-05,184.0500030517578,6.3,6.155075939,6.5,14.775,0.007389196092313366
2023-01-06,183.25,6.3,6.155075939,6.5,14.775,-0.004346661442503952
2023-01-09,185.1499938964844,6.3,6.155075939,6.5,14.775,0.010368315942616224
2023-01-10,180.6999969482422,6.3,6.155075939,6.5,14.775,-0.024034550877329086
2023-01-11,181.25,6.3,6.155075939,6.5,14.775,0.0030437358109935975
2023-01-12,181.6999969482422,6.3,6.155075939,6.5,14.775,0.00248274178340524
2023-01-13,184.8999938964844,6.3,6.155075939,6.5,14.775,0.01761143094104578
2023-01-16,185.8000030517578,6.3,6.155075939,6.5,14.775,0.004867545619159364
2023-01-17,181.8000030517578,6.3,6.155075939,6.5,14.775,-0.021528524942412086
2023-01-18,178.25,6.3,6.155075939,6.5,14.775,-0.019526969153829676
2023-01-19,177.8999938964844,6.3,6.155075939,6.5,14.775,-0.001963568603173038
2023-01-20,179.3500061035156,6.3,6.155075939,6.5,14.775,0.00815071532759526
2023-01-23,180.5500030517578,6.3,6.155075939,6.5,14.775,0.006690810746611264
2023-01-24,177.9499969482422,6.3,6.155075939,6.5,14.775,-0.014400476652278393
2023-01-25,169.75,6.3,6.155075939,6.5,14.775,-0.04608034329231936
2023-01-27,157.25,6.3,6.155075939,6.5,14.775,-0.07363770250368185
2023-01-30,158.8999938964844,6.3,6.155075939,6.5,14.775,0.010492806972873803
2023-01-31,167.8500061035156,6.3,6.155075939,6.5,14.775,0.05632481152177826
2023-02-01,154.6000061035156,6.5,6.16,6.5,15.1675,-0.07893952647120273
2023-02-02,154.0500030517578,6.5,6.16,6.5,15.1675,-0.003557587516455296
2023-02-03,163.6000061035156,6.5,6.16,6.5,15.1675,0.061992878043301
2023-02-06,167.8999938964844,6.5,6.16,6.5,15.1675,0.02628354298622737
2023-02-07,168.5500030517578,6.5,6.16,6.5,15.1675,0.00387140666410124
2023-02-08,168.0,6.5,6.16,6.5,15.1675,-0.00326314471551159
2023-02-09,169.4499969482422,6.5,6.16,6.5,15.1675,0.00863093421572736
2023-02-10,169.3000030517578,6.5,6.16,6.5,15.1675,-0.0008851808745100609
2023-02-13,165.1999969482422,6.5,6.16,6.5,15.1675,-0.024217401238097902
2023-02-14,168.8000030517578,6.5,6.16,6.5,15.1675,0.02179180490326238
2023-02-15,169.5500030517578,6.5,6.16,6.5,15.1675,0.0044431278817573805
2023-02-16,170.1000061035156,6.5,6.16,6.5,15.1675,0.003243898801876588
2023-02-17,166.8000030517578,6.5,6.16,6.5,15.1675,-0.019400369978526344
2023-02-20,164.25,6.5,6.16,6.5,15.1675,-0.015287787800378871
2023-02-21,159.8999938964844,6.5,6.16,6.5,15.1675,-0.026484055424752517
2023-02-22,157.1000061035156,6.5,6.16,6.5,15.1675,-0.0175108686669585
2023-02-23,155.5,6.5,6.16,6.5,15.1675,-0.010184634254319036
