Date,Close,GDP,Inflation,Interest Rate,VIX,Stock_Returns
2023-01-03,820.4500122070312,6.3,6.155075939,6.5,14.775,-0.0022497575257209856
2023-01-04,810.0,6.3,6.155075939,6.5,14.775,-0.01273692735882892
2023-01-05,819.5999755859375,6.3,6.155075939,6.5,14.775,0.011851821711033939
2023-01-06,806.0999755859375,6.3,6.155075939,6.5,14.775,-0.016471449978202823
2023-01-09,816.6500244140625,6.3,6.155075939,6.5,14.775,0.013087767209590151
2023-01-10,796.4000244140625,6.3,6.155075939,6.5,14.775,-0.024796423675526258
2023-01-11,796.4500122070312,6.3,6.155075939,6.5,14.775,6.276719165798639e-05
2023-01-12,792.9500122070312,6.3,6.155075939,6.5,14.775,-0.0043945005290428885
2023-01-13,794.6500244140625,6.3,6.155075939,6.5,14.775,0.0021439084190182367
2023-01-16,787.0499877929688,6.3,6.155075939,6.5,14.775,-0.009564004766372092
2023-01-17,784.75,6.3,6.155075939,6.5,14.775,-0.002922289344566731
2023-01-18,786.5,6.3,6.155075939,6.5,14.775,0.0022300095571838874
2023-01-19,776.0499877929688,6.3,6.155075939,6.5,14.775,-0.013286728807414216
2023-01-20,774.4500122070312,6.3,6.155075939,6.5,14.775,-0.0020616914001735376
2023-01-23,769.0499877929688,6.3,6.155075939,6.5,14.775,-0.006972721710822194
2023-01-24,761.2000122070312,6.3,6.155075939,6.5,14.775,-0.010207367154982272
2023-01-25,713.1500244140625,6.3,6.155075939,6.5,14.775,-0.06312399766475585
2023-01-27,596.9500122070312,6.3,6.155075939,6.5,14.775,-0.16293908466525453
2023-01-30,597.0,6.3,6.155075939,6.5,14.775,8.373865808963821e-05
2023-01-31,612.6500244140625,6.3,6.155075939,6.5,14.775,0.026214446254711143
2023-02-01,495.1499938964844,6.5,6.16,6.5,15.1675,-0.19178980794125478
2023-02-02,462.4500122070312,6.5,6.16,6.5,15.1675,-0.06604055759372462
2023-02-03,498.8500061035156,6.5,6.16,6.5,15.1675,0.0787111967470091
2023-02-06,545.4500122070312,6.5,6.16,6.5,15.1675,0.09341486525680365
2023-02-07,553.1500244140625,6.5,6.16,6.5,15.1675,0.014116806370349178
2023-02-08,599.25,6.5,6.16,6.5,15.1675,0.08334081813477279
2023-02-09,582.2999877929688,6.5,6.16,6.5,15.1675,-0.02828537706638512
2023-02-10,583.9500122070312,6.5,6.16,6.5,15.1675,0.002833632918860962
2023-02-13,553.7000122070312,6.5,6.16,6.5,15.1675,-0.051802379257893216
2023-02-14,565.0999755859375,6.5,6.16,6.5,15.1675,0.020588699887266193
2023-02-15,569.0499877929688,6.5,6.16,6.5,15.1675,0.0069899351932116716
2023-02-16,577.2000122070312,6.5,6.16,6.5,15.1675,0.014322159017474023
2023-02-17,578.6500244140625,6.5,6.16,6.5,15.1675,0.0025121486077015476
2023-02-20,579.7000122070312,6.5,6.16,6.5,15.1675,0.0018145472196808843
2023-02-21,583.2000122070312,6.5,6.16,6.5,15.1675,0.006037605530962109
2023-02-22,547.0999755859375,6.5,6.16,6.5,15.1675,-0.061899924323524425
2023-02-23,551.8499755859375,6.5,6.16,6.5,15.1675,0.008682142591786457
2023-02-24,558.9000244140625,6.5,6.16,6.5,15.1675,0.012775299701045517
2023-02-27,562.0,6.5,6.16,6.5,15.1675,0.005546565486711952
2023-02-28,592.4500122070312,6.5,6.16,6.5,15.1675,0.05418151638261781
2023-03-01,602.0999755859375,6.1,5.793650794,6.5,15.6625,0.016288232222255505
2023-03-02,622.9000244140625,6.1,5.793650794,6.5,15.6625,0.03454583901599273
2023-03-03,684.6500244140625,6.1,5.793650794,6.5,15.6625,0.09913308328745973
2023-03-06,690.75,6.1,5.793650794,6.5,15.6625,0.00890962589413169
2023-03-08,712.0499877929688,6.1,5.793650794,6.5,15.6625,0.03083603010201763
2023-03-09,697.25,6.1,5.793650794,6.5,15.6625,-0.020785040441952618
2023-03-10,697.7999877929688,6.1,5.793650794,6.5,15.6625,0.0007887956872982826
2023-03-13,681.2000122070312,6.1,5.793650794,6.5,15.6625,-0.023789016733062107
2023-03-14,654.5,6.1,5.793650794,6.5,15.6625,-0.039195554504653396
2023-03-15,679.3499755859375,6.1,5.793650794,6.5,15.6625,0.03796787713665006
2023-03-16,679.5999755859375,6.1,5.793650794,6.5,15.6625,0.00036799883562865787
2023-03-17,680.3499755859375,6.1,5.793650794,6.5,15.6625,0.0011035903869085484
2023-03-20,666.75,6.1,5.793650794,6.5,15.6625,-0.019989676010827795
2023-03-21,664.7999877929688,6.1,5.793650794,6.5,15.6625,-0.002924652728955701
